"Real","Pred"
376.575166666667,167.800920215795
295.594166666667,176.876410838513
336.313333333333,186.127530594631
354.5975,127.739408953651
345.2145,91.4073311821651
347.476333333333,244.734707306782
346.600333333333,200.98377873237
341.484,157.50458470021
44.21,161.671450151601
205.383,135.049728323414
309.690333333333,185.18861607171
344.368333333333,133.040137783569
309.909333333333,133.915560908167
296.513833333333,96.4941562478254
285.552333333333,105.623644339524
233.9865,165.318793169759
217.217333333333,210.223895622059
214.1415,113.898247818982
102.4935,146.861982784628
298.315333333333,85.8108255163852
36.5966666666667,164.330593836428
169.403333333333,36.6716610202113
150.821666666667,65.0355629944553
178.224166666667,147.814858865094
280.022,101.53529059835
279.0455,174.974394540328
237.551666666667,119.20004217457
46.8025,122.847382415286
83.226,152.295765598324
181.0635,186.660150379516
240.6735,180.460988692596
279.794166666667,144.426246325168
280.0855,148.323746386529
158.7015,150.436333722089
278.846166666667,147.52638847815
139.254,163.790877593013
120.919,141.385474000925
279.619666666667,168.08750909991
256.323,176.207979965638
243.015333333333,174.802435746266
88.5003333333333,148.838021666093
218.054333333333,172.541820358401
58.3273333333333,171.967248227234
165.939333333333,231.843610673752
143.744166666667,208.525605125371
246.471,172.932262421776
177.055333333333,172.672745342212
227.243,110.409928464413
215.688333333333,152.940317698987
246.355666666667,170.599695383557
248.920833333333,161.576706598823
239.224833333333,169.432406289747
177.347333333333,169.138242836256
103.428333333333,114.342987833985
150.354666666667,115.73681673686
201.813666666667,124.079057883279
136.804666666667,168.331348960454
233.252166666667,85.4970282074909
131.590666666667,59.5472611626581
65.8361666666666,115.815943955607
91.4895,191.083515168933
81.1573333333333,33.3604534472595
181.129666666667,82.4904874198962
73.0171666666667,169.881610421967
166.008166666667,71.9787361182581
93.0323333333333,106.350138931816
174.440333333333,148.614835290375
179.905333333333,167.870596821459
182.269333333333,76.96435274051
150.388,195.411916397643
176.730833333333,251.253748802638
176.349666666667,182.805047610359
208.583833333333,167.265860508098
127.7345,150.410062924077
191.3985,105.343243790398
140.763333333333,145.584362627096
83.836,160.257595779911
180.206833333333,150.754378903727
172.5545,54.0595138847896
69.1208333333333,175.701352386607
161.652833333333,153.851423525322
155.6465,241.665069820036
168.983,166.829976495379
147.977666666667,170.738864295005
161.284,208.254417458153
154.4705,218.522576147382
155.529833333333,101.902552957695
118.687166666667,174.348006203501
157.659833333333,139.558923415343
161.9395,155.884853906984
148.598166666667,117.365477928796
99.824666666667,77.5198529302328
64.2491666666667,58.7915673229212
145.839,67.063929347345
79.4043333333333,168.808705429121
61.1938333333334,127.337843552121
138.289,143.05764815746
54.5673333333333,73.2664880055605
141.607166666667,202.459933434841
179.937666666667,124.9230097472
124.915,121.014384784459
128.806833333333,135.839055401315
131.493,134.701697341655
118.3335,57.0016693746104
114.863666666667,-18.3664772687769
117.281,107.633143004513
105.361,108.897395604481
111.927333333333,79.1124228606113
124.877,54.7728475825538
58.7276666666667,-28.1441408901178
65.0861666666667,51.7327695788564
61.3698333333333,49.224960465222
37.5486666666667,150.743605315737
65.7203333333333,70.6405011495777
29.3725,75.1908366785868
54.5885,88.3286785116473
28.4193333333333,44.4548560305036
37.5698333333333,107.410057186308
87.9293333333333,49.6850260590051
84.6308333333333,48.7905076162269
76.2056666666667,18.170776782579
78.4508333333333,150.269419924618
47.9718333333333,81.9912550947445
85.9445,85.3410838584346
23.7098333333333,32.3207732866754
85.1235,64.780951932702
80.9713333333333,95.7098249223954
68.0453333333333,82.4392014000175
69.3163333333333,76.8527869009258
79.0181666666667,83.6279202399745
85.8125,-32.883601152611
64.1981666666667,111.544471386454
87.0375,70.4739077801441
67.4246666666666,76.5608697002274
40.4996666666667,53.33388896802
15.5556666666667,16.3704500569113
34.4575,48.0624225575073
56.3684999999999,-29.1615377099459
62.0193333333333,75.3111984460497
60.2776666666667,72.2203552115367
20.396,68.9415245761665
54.5515,74.9496925076604
58.5061666666667,60.5247184955427
55.3788333333333,12.3607147192436
75.0951666666667,75.5928981732122
20.7835,64.0883797140582
25.2001666666667,24.9915854340758
27.8806666666667,11.5561678014021
0.041,117.817680891232
44.0476666666667,37.4231577246492
54.2611666666667,95.4368078688099
48.1081666666667,-20.0672148183725
46.5001666666667,93.0148935402042
45.0246666666667,90.637662342048
40.5105,-14.3123975179357
24.9243333333333,1.34529715818833
8.30733333333333,51.7428076220692
52.3681666666667,43.16485029936
31.2191666666667,-12.5305084723338
22.3193333333333,52.3494192818519
23.6586666666667,9.07256830677671
30.529,-11.6730035597742
33.5851666666667,47.7426899328302
20.6583333333333,91.8162541298926
31.4466666666667,52.2813024693709
35.1638333333333,86.9976715749587
7.6075,13.3579338996378
6.18933333333334,77.4316528798436
9.46166666666667,31.2649994580786
37.6708333333333,63.1338103940689
51.1751666666667,50.7190161297057
0.408166666666667,98.0556952787256
33.4908333333333,-7.02717248976529
36.4238333333333,42.8861813827301
20.7708333333333,38.2916940558201
34.7813333333333,63.3107135755541
37.3951666666667,150.566933800179
34.5755,88.1906342501559
25.828,40.9795673749216
2.64433333333333,91.7427302098121
36.1766666666667,-21.8401744847608
34.6661666666667,99.2316188229419
42.1626666666667,73.7304064211916
38.6655,58.991175935385
29.0203333333333,46.2146226651556
16.5591666666667,45.9841334841364
14.5588333333333,3.05809135242996
37.7761666666667,85.0384224297196
23.0861666666667,68.5006942230087
11.962,7.54963443231785
19.7091666666667,36.994055539196
31.981,30.8142155309851
34.3016666666667,2.0168263106799
16.023,95.5261044384454
46.468,2.69140500118095
42.7955,49.1436593751689
23.5301666666667,55.858275184518
39.8791666666667,21.6835413963062
63.322,68.1035221094584
48.6673333333333,138.257370661668
36.2875,51.372178420516
6.93466666666667,49.3928375440325
53.8871666666667,76.4733134983959
50.9375,71.126611657106
59.6933333333333,77.8099547251777
56.2981666666667,32.7219157594521
56.5003333333333,102.054319018977
31.0565,80.1109845127067
37.8166666666667,79.3936531893839
24.1723333333333,57.4947010301727
66.9651666666667,59.5412610037163
44.758,87.2675680515249
102.0385,89.9028551597523
72.279,67.5850141058314
71.3151666666667,129.417053732387
73.1326666666667,-2.4209374281785
75.4058333333333,139.553001377235
76.9998333333333,106.008351952704
78.3118333333333,39.9581101477055
87.3638333333333,37.9920766558346
26.841,152.507974012638
95.8393333333329,98.0856572367331
